date,gilt,bund,ust
2026-06-24,4.743843291921323,2.95,4.41
2026-06-25,4.762577619596979,2.92,4.4
2026-06-26,4.795014823722592,2.9,4.38
2026-06-29,4.7813808275481895,2.91,4.38
2026-06-30,4.826749107236511,2.9,4.44
2026-07-01,4.830054802515342,2.93,4.48
2026-07-02,4.837033481460478,2.97,4.49
2026-07-06,4.858159044038841,2.98,4.48
2026-07-07,4.897287351199506,3.03,4.55
2026-07-08,5.035648073597881,3.12,4.56
2026-07-09,4.975078706926774,3.13,4.54
2026-07-10,4.951162478078606,3.09,4.56
2026-07-13,5.028196033758737,3.11,4.62
2026-07-14,5.014106531486539,3.14,4.58
2026-07-15,5.0138156714730675,3.15,4.55
2026-07-16,5.037610298884109,3.17,4.57
2026-07-17,5.013893132702349,3.15,4.55
2026-07-20,5.093882625602918,3.16,4.6
2026-07-21,5.092963165462118,3.17,4.63
2026-07-22,5.103199386708677,3.19,4.67
2026-07-23,5.168286623894329,3.22,4.71
2026-07-24,5.099101000334615,3.21,4.69
2026-07-27,5.048882799046961,3.16,4.65
2026-07-28,5.018604614345725,3.14,4.61
2026-07-29,5.077929424519178,3.15,4.67
2026-07-30,5.077978561621027,3.2,4.68
2026-07-31,5.1039949579875055,3.18,4.75
2026-08-03,5.021030928121406,3.17,4.7
2026-08-04,4.987182325837251,3.19,4.63
2026-08-05,4.956253824036943,3.12,4.63
2026-08-06,4.993869273656854,3.14,4.69
2026-08-07,4.994469121105159,3.17,4.65
2026-08-10,5.052864799588587,3.16,4.72
2026-08-11,5.0273514202057905,3.22,4.7
2026-08-12,5.043772188476838,3.18,4.68
2026-08-13,5.026872379892298,3.17,4.63
2026-08-14,5.093112874939583,3.18,4.68
2026-08-17,5.127111073671096,3.23,4.72
2026-08-18,5.151350056203219,3.28,4.71
2026-08-19,5.123668174269356,3.29,4.65
2026-08-20,5.127613632223023,3.28,4.69
2026-08-21,5.133994674613545,3.27,4.74
2026-08-24,5.131775771099112,3.27,4.7
2026-08-25,5.077462816082794,3.27,4.64
2026-08-26,5.092881515940677,3.22,4.66
2026-08-27,5.105452483748789,3.18,4.67
2026-08-28,5.141024630541783,3.2,4.73
2026-09-01,5.206769107002752,3.28,4.79
2026-09-02,5.241632590662038,3.41,4.79
